MZ	Intensity
43.04597	14652
43.29026	14791
43.53471	14885
43.77932	14972
44.02410	15013
44.26905	15156
44.51416	15230
44.75944	15313
45.00488	15291
45.25049	15252
45.49626	15306
45.74220	15369
45.98830	15404
46.23457	15410
46.48101	15399
46.72761	15380
46.97437	15329
47.22130	15318
47.46840	15339
47.71566	15291
47.96308	15178
48.21067	15085
48.45843	15021
48.70635	15025
48.95444	15014
49.20269	14937
49.45111	14856
49.69970	14901
49.94844	14915
50.19736	14888
50.44644	14853
50.69568	14805
50.94509	14844
51.19467	14931
51.44441	14960
51.69431	14982
51.94439	15067
52.19462	15184
52.44502	15287
52.69559	15266
52.94632	15189
53.19722	15077
53.44829	14937
53.69951	14833
53.95091	14679
54.20247	14554
54.45419	14426
54.70608	14330
54.95814	14277
55.21036	14225
55.46274	14191
55.71529	14186
55.96801	14117
56.22089	14048
56.47394	14131
56.72715	14274
56.98053	14333
57.23407	14365
57.48778	14452
57.74166	14614
57.99570	14787
58.24990	14851
58.50427	14951
58.75880	15069
59.01351	15184
59.26837	15339
59.52340	15373
59.77860	15377
60.03396	15251
60.28949	15200
60.54518	15110
60.80104	15142
61.05706	15143
61.31325	15129
61.56960	15108
61.82612	15112
62.08281	15118
62.33966	15134
62.59667	15121
62.85385	15139
63.11120	15267
63.36871	15445
63.62638	15522
63.88423	15559
64.14223	15592
64.40041	15569
64.65874	15587
64.91725	15634
65.17591	15905
65.43475	16246
65.69375	16387
65.95291	16406
66.21224	16430
66.47174	16426
66.73140	16345
66.99122	16247
67.25121	16085
67.51137	15937
67.77169	15680
68.03218	15215
68.29283	14708
68.55365	14636
68.81463	14541
69.07578	14356
69.33709	13969
69.59857	13842
69.86022	13632
70.12202	13467
70.38400	13388
70.64614	13395
70.90844	13454
71.17092	13559
71.43355	13577
71.69635	13856
71.95932	14337
72.22245	14634
72.48575	14779
72.74921	14979
73.01284	15180
73.27663	15359
73.54059	15412
73.80472	15469
74.06901	15507
74.33346	15583
74.59808	15749
74.86287	15791
75.12782	15811
75.39293	15819
75.65821	15881
75.92366	15959
76.18927	16193
76.45505	16343
76.72099	16355
76.98710	16370
77.25337	16340
77.51981	16254
77.78642	16128
78.05319	16120
78.32012	16409
78.58722	16452
78.85449	16482
79.12192	16555
79.38951	16575
79.65727	16575
79.92520	16575
80.19329	16575
80.46155	16556
80.72997	16558
80.99856	16548
81.26731	16516
81.53623	16458
81.80532	16314
82.07457	15830
82.34398	15485
82.61356	15432
82.88330	15385
83.15322	15187
83.42329	14814
83.69353	14533
83.96394	14391
84.23451	14128
84.50525	13705
84.77615	13245
85.04722	12771
85.31845	12390
85.58985	12096
85.86141	12066
86.13314	12205
86.40504	12202
86.67710	12278
86.94932	12594
87.22171	12987
87.49427	13168
87.76699	13433
88.03988	13715
88.31293	13795
88.58614	13804
88.85953	13802
89.13307	13841
89.40679	13981
89.68067	14059
89.95471	14356
90.22892	14832
90.50329	15106
90.77783	15216
91.05254	15261
91.32741	15328
91.60244	15529
91.87764	15723
92.15301	15918
92.42854	15938
92.70424	15907
92.98010	15884
93.25613	15855
93.53232	15940
93.80868	16177
94.08520	16276
94.36189	16243
94.63875	16227
94.91577	16144
95.19295	15994
95.47030	15834
95.74782	15627
96.02550	15439
96.30334	15349
96.58135	15321
96.85953	15319
97.13787	15195
97.41638	15002
97.69505	14830
97.97389	14779
98.25290	14615
98.53206	14424
98.81140	14181
99.09090	13832
99.37056	13434
99.65039	13135
99.93039	12912
100.21055	12702
100.49087	12633
100.77137	12700
101.05202	12981
101.33285	13179
101.61383	13188
101.89499	13187
102.17630	13393
102.45779	13627
102.73944	13776
103.02125	13821
103.30323	13858
103.58537	13810
103.86768	13842
104.15016	13920
104.43280	14009
104.71561	14190
104.99858	14894
105.28171	15568
105.56501	15624
105.84848	15608
106.13211	15559
106.41591	15765
106.69988	16077
106.98400	16299
107.26830	16420
107.55276	16505
107.83738	16567
108.12217	16575
108.40713	16575
108.69225	16575
108.97753	16575
109.26298	16575
109.54860	16575
109.83438	16575
110.12033	16575
110.40644	16575
110.69272	16575
110.97916	16575
111.26577	16575
111.55255	16575
111.83949	16575
112.12659	16575
112.41386	16575
112.70129	16575
112.98889	16575
113.27666	16575
113.56459	16575
113.85269	16575
114.14095	16560
114.42938	16524
114.71797	16290
115.00673	16244
115.29565	15922
115.58474	15691
115.87399	14476
116.16341	13338
116.45300	12100
116.74275	11898
117.03266	11864
117.32274	11779
117.61299	11655
117.90340	11573
