MZ	Intensity
-36.90536	12553
-36.72307	12424
-36.54062	12417
-36.35800	12388
-36.17522	12444
-35.99227	12586
-35.80915	12756
-35.62587	13038
-35.44243	13074
-35.25882	13222
-35.07504	13324
-34.89110	13470
-34.70700	13738
-34.52273	13959
-34.33829	13994
-34.15369	14031
-33.96892	13956
-33.78399	13855
-33.59889	13798
-33.41362	13838
-33.22820	13974
-33.04260	14043
-32.85684	14091
-32.67092	14041
-32.48483	13992
-32.29857	14052
-32.11215	14096
-31.92557	14102
-31.73881	14058
-31.55190	13987
-31.36482	14000
-31.17757	14077
-30.99016	14107
-30.80258	14142
-30.61483	14144
-30.42693	14056
-30.23885	13974
-30.05061	13962
-29.86221	13899
-29.67364	13816
-29.48490	13738
-29.29600	13702
-29.10694	13595
-28.91771	13593
-28.72831	13578
-28.53875	13582
-28.34902	13474
-28.15913	13452
-27.96907	13339
-27.77885	13345
-27.58846	13312
-27.39790	13157
-27.20718	13092
-27.01630	13074
-26.82525	12999
-26.63404	12886
-26.44265	12764
-26.25111	12676
-26.05940	12555
-25.86752	12528
-25.67548	12419
-25.48327	12129
-25.29090	11973
-25.09836	11981
-24.90566	11990
-24.71279	12200
-24.51976	12472
-24.32656	12574
-24.13319	12536
-23.93966	12575
-23.74597	12830
-23.55211	13065
-23.35808	13237
-23.16389	13178
-22.96954	12881
-22.77501	12728
-22.58033	12673
-22.38547	12927
-22.19046	13297
-21.99527	13500
-21.79993	13611
-21.60441	14137
-21.40873	15268
-21.21289	15846
-21.01688	16058
-20.82070	16063
-20.62436	15739
-20.42786	15253
-20.23119	15121
-20.03435	15108
-19.83735	14976
-19.64018	14726
-19.44285	14382
-19.24535	14237
-19.04769	14166
-18.84986	14064
-18.65187	14009
-18.45371	13987
-18.25539	14027
-18.05690	13981
-17.85824	13933
-17.65942	13980
-17.46044	13943
-17.26128	14024
-17.06197	14158
-16.86249	14100
-16.66284	14087
-16.46303	14091
-16.26305	14214
-16.06291	14263
-15.86260	14354
-15.66213	14369
-15.46149	14281
-15.26068	14283
-15.05971	14409
-14.85858	14386
-14.65728	14348
-14.45581	14206
-14.25418	14229
-14.05239	14136
-13.85043	14087
-13.64830	14068
-13.44601	14057
-13.24355	14062
-13.04093	13994
-12.83814	13891
-12.63519	13861
